recall_id,clause_id,segment_ids,fan_out,last_segment_id,clause_text
llama4-1,1,[1],1,3,My best friend pushed me into the pool
llama4-1,2,[2],1,3,The incident occurred at my cousin's wedding reception
llama4-2,1,[1],1,7,My best friend pushed me into the pool
llama4-2,2,[2],1,7,The incident occurred at my cousin's wedding reception
llama4-2,3,[6],1,7,The reception was held in a fancy hotel garden
llama4-2,4,"[4, 5, 7]",3,7,She pushed me to save me from a bee
llama4-3,1,[1],1,9,My best friend pushed me into the pool
llama4-3,2,[2],1,9,The incident occurred at my cousin's wedding reception
llama4-3,3,"[5, 7]",2,9,She pushed me to save me from a bee
llama4-3,4,[8],1,9,I was holding a glass of champagne
llama4-4,1,"[1, 11, 12]",3,12,My best friend pushed me into the pool
llama4-4,2,[2],1,12,The incident occurred at my cousin's wedding reception
llama4-4,3,"[4, 5, 7]",3,12,She pushed me because she saw a bee near my face
llama4-4,4,[8],1,12,I was holding a glass of champagne when it happened
llama4-5,1,"[1, 11, 12]",3,15,My best friend pushed me into a pool
llama4-5,2,[5],1,15,A bee was hovering near my face
llama4-5,3,"[4, 7]",2,15,My friend was trying to save me from being stung
llama4-5,4,"[2, 8]",2,15,I was holding a glass of champagne when this happened
llama4-6,1,[1],1,18,My best friend pushed me into a pool
llama4-6,2,"[5, 7]",2,18,She pushed me because a bee was near my face
llama4-6,3,[8],1,18,I was holding a glass of champagne when she pushed me
llama4-6,4,[16],1,18,My dress was ruined after I fell into the pool
