recall_id,keypoints,attempt,summary_text,segment_ids,correlation,max_clause_id
summary_gpt4o_12_2.json,12,2,1. I was in the boy scouts. 2. We were doing the 50-yard dash. 3. The race was at the pier. 4. There were about eight or nine of us racing. 5. I caught cramps on the third round. 6. I started yelling for help. 7. The fellows didn't believe me. 8. They thought I was slowing down to catch up. 9. Everyone else kept going. 10. The scoutmaster was watching me. 11. He didn't pay me any attention. 12. A guy who just walked up jumped in to grab me.,"[1, 2, 5, 4, 6, 7, 8, 9, 10, 11, 14, 15, 16, 17, 18, 19]",0.7740658391366491,13
summary_gpt4o_13_8.json,13,8,1. I was in the boy scouts. 2. We were doing the 50-yard dash. 3. We were at the pier. 4. There were about 8 or 9 of us racing. 5. I caught cramps the third time down. 6. I started yelling for help. 7. The fellows didn't believe I was in trouble. 8. They thought I was trying to catch up. 9. All the fellows kept going. 10. The scoutmaster was watching me. 11. The scoutmaster didn't pay me any attention. 12. Another guy walked up suddenly. 13. The other guy jumped in and grabbed me.,"[1, 2, 5, 4, 6, 7, 8, 9, 10, 11, 14, 15, 16, 17, 18, 19]",0.7740658391366491,14
summary_gpt4o_11_1.json,11,1,1. I was in the boy scouts. 2. We were racing at the pier. 3. There were about 8 or 9 of us. 4. We were doing the 50-yard dash. 5. I caught cramps going down the third time. 6. I yelled for help. 7. The fellows didn't believe me. 8. They thought I wanted to catch up. 9. The scoutmaster didn't pay attention. 10. Another guy walked up and jumped over. 11. He grabbed me and saved me.,"[1, 3, 4, 6, 2, 5, 7, 8, 9, 10, 14, 15, 16, 17, 18, 19]",0.6750574178517288,12
summary_gpt4o_11_7.json,11,7,1. I was in the boy scouts. 2. We were doing the 50-yard dash. 3. We raced at the pier. 4. There were about 8 or 9 of us. 5. I caught cramps during the third run. 6. I started yelling for help. 7. The fellows didn't believe me. 8. They thought I was just slowing down. 9. Everyone else kept going. 10. The scoutmaster didn't pay attention to me. 11. Another guy jumped over and grabbed me.,"[1, 2, 5, 4, 6, 7, 8, 9, 10, 11, 16, 17, 18, 19]",0.6558940954903865,12
summary_gpt4o_12_3.json,12,3,1. I was in the boy scouts at the time. 2. We were doing the 50-yard dash by the pier. 3. There were about 8 or 9 of us racing. 4. I caught cramps going down the third time. 5. I started yelling 'Help!' for assistance. 6. The fellows didn't believe I needed help. 7. They thought I was just trying to catch up. 8. All the other racers kept going without me. 9. The scoutmaster was watching but ignored me. 10. Another guy walked up while this was happening. 11. He jumped over and grabbed me for no reason. 12. I was saved by that guy who noticed my struggle.,"[1, 2, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19]",0.630053589994947,13
summary_gpt4o_11_5.json,11,5,1. I was in the boy scouts. 2. We were doing the 50-yard dash. 3. We were at the pier. 4. There were about 8 or 9 of us racing. 5. I caught cramps going down the third time. 6. I started yelling for help. 7. The fellows didn't believe me. 8. They thought I was faking to catch up. 9. They left me behind. 10. The scoutmaster didn't pay me any attention. 11. Another guy jumped in and grabbed me.,"[1, 2, 5, 4, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19]",0.5881976704155792,12
summary_gpt4o_12_8.json,12,8,"1. I was in the boy scouts. 2. We were doing the 50-yard dash. 3. We raced at the pier. 4. About 8 or 9 of us participated. 5. I caught cramps on the third lap. 6. I yelled for help. 7. The fellows did not believe me. 8. They thought I was slowing down on purpose. 9. The others left me behind. 10. The scoutmaster watched but ignored me. 11. Suddenly, another guy appeared. 12. He jumped in and saved me.","[1, 2, 5, 4, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19]",0.5881976704155792,13
summary_gpt4o_12_6.json,12,6,1. I was in the boy scouts. 2. We were doing a 50-yard dash. 3. We were racing at the pier. 4. There were about 8 or 9 of us. 5. I caught cramps the third time. 6. I started yelling 'Help!' 7. The fellows didn't believe me. 8. They thought I was slowing down. 9. Everyone else kept going. 10. The scoutmaster was watching me. 11. He paid me no attention. 12. Another guy suddenly grabbed me.,"[1, 2, 5, 3, 4, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19]",0.5144366020321134,13
summary_gpt4o_12_7.json,12,7,1. I was in the boy scouts. 2. We were doing the 50-yard dash at the pier. 3. There were about 8 or 9 of us racing. 4. I caught cramps the third time going down. 5. I started yelling for help. 6. The others didn't believe me. 7. They thought I was trying to catch up. 8. Everyone left me behind. 9. The scoutmaster was watching me. 10. He didn't pay me any attention. 11. Another guy walked up unexpectedly. 12. He jumped over and grabbed me.,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19]",0.5144366020321134,13
summary_gpt4o_11_6.json,11,6,1. I was in the boy scouts. 2. We were doing a 50-yard dash at the pier. 3. There were about 8 or 9 of us racing. 4. I caught cramps on the third round. 5. I started yelling for help. 6. The fellows didn't believe me. 7. They thought I was trying to catch up. 8. All of them kept going. 9. The scoutmaster was watching me. 10. The scoutmaster didn't pay attention to me. 11. Another guy jumped over and grabbed me.,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19]",0.5144366020321134,12
summary_gpt4o_12_1.json,12,1,1. I was in the boy scouts. 2. We were doing the 50-yard dash race. 3. We were racing at the pier. 4. Eight or nine of us participated. 5. We raced back and forth multiple times. 6. I caught cramps on the third run. 7. I started yelling for help. 8. The others didn't believe me. 9. They thought I was slowing down intentionally. 10. They left me and continued racing. 11. The scoutmaster ignored my cries. 12. A passerby jumped in and saved me.,"[1, 2, 3, 5, 4, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19]",0.5144366020321134,13
summary_gpt4o_13_4.json,13,4,"1. I was in the boy scouts. 2. We were doing a 50-yard dash race. 3. The race took place at the pier. 4. About 8 or 9 of us were racing. 5. On the third round, I caught cramps. 6. I started yelling for help. 7. The fellows didn't believe my cries. 8. They thought I was faking to catch up. 9. They kept going and left me behind. 10. The scoutmaster was watching me. 11. The scoutmaster did not help me. 12. A guy walked up out of nowhere. 13. He jumped in and saved me.","[1, 2, 3, 5, 4, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19]",0.5144366020321134,14
summary_gpt4o_13_3.json,13,3,1. I was in the boy scouts. 2. We were doing the 50-yard dash. 3. We were racing on the pier. 4. About 8 or 9 of us were participating. 5. I got cramps going down the third time. 6. I started yelling 'Help!' 7. The others didn't believe me. 8. They thought I was trying to catch up. 9. They left me behind. 10. The Scoutmaster was watching me. 11. He didn't pay me any attention. 12. Another guy walked up. 13. He jumped over and grabbed me.,"[1, 2, 3, 5, 4, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19]",0.5144366020321134,14
summary_gpt4o_12_5.json,12,5,1. I was in the boy scouts at the time. 2. We were doing the 50-yard dash. 3. We were racing at the pier. 4. There were about 8 or 9 of us racing. 5. I caught cramps on the third run. 6. I started yelling for help. 7. The fellows didn't believe me. 8. They thought I was just slowing down. 9. The fellows kept going and left me. 10. The scoutmaster was watching me. 11. The scoutmaster paid me no attention. 12. A guy jumped over and grabbed me.,"[1, 2, 5, 3, 4, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19]",0.5144366020321134,13
summary_gpt4o_11_8.json,11,8,1. I was in the boy scouts. 2. We were doing the 50-yard dash. 3. We were at the pier racing. 4. There were about 8 or 9 of us. 5. I caught cramps during the third race. 6. I started yelling for help. 7. The others didn't believe me. 8. The fellow racers left me behind. 9. The scoutmaster ignored me. 10. Another guy noticed me. 11. He jumped in and grabbed me.,"[1, 2, 5, 3, 4, 6, 7, 8, 9, 11, 12, 14, 15, 16, 17, 18, 19]",0.3743076084462777,12
