recall_id,keypoints,attempt,summary_text,segment_ids,correlation
summary_llama4_4_1.json,4,1,"1. I was participating in a 50-yard dash with my boy scout group. 2. I caught cramps and yelled for help, but my fellow scouts didn't believe me. 3. My scoutmaster was watching but didn't assist me either. 4. A stranger jumped in and grabbed me, saving me.","[1, 2, 3, 5, 7, 8, 9, 10, 11, 14, 15, 16, 17, 18, 19]",0.636
summary_llama4_8_1.json,8,1,1. I was in the boy scouts. 2. We were doing the 50-yard dash at the pier. 3. I was racing with 8 or 9 other boys. 4. I caught cramps on the third run. 5. I yelled 'Help!' but my friends didn't believe me. 6. My friends thought I was just slowing down to catch up. 7. The scoutmaster was watching but didn't help me. 8. A stranger jumped in and grabbed me to save me.,"[1, 2, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19]",0.5882
summary_llama4_7_3.json,7,3,1. I was in the boy scouts. 2. We were doing the 50-yard dash at the pier. 3. I caught cramps during the third run. 4. I yelled for help but my fellow scouts didn't believe me. 5. They thought I was just slowing down to catch up. 6. The scoutmaster was watching but didn't help me. 7. A stranger jumped in and grabbed me.,"[1, 2, 3, 4, 5, 7, 8, 9, 10, 14, 15, 16, 17, 18, 19]",0.5877
summary_llama4_7_2.json,7,2,1. I was in the boy scouts. 2. We were doing the 50-yard dash at the pier. 3. I caught cramps during the third run. 4. I yelled for help but my fellow scouts didn't believe me. 5. They thought I was just slowing down to catch up. 6. The scoutmaster was watching but didn't help me. 7. A stranger jumped in and grabbed me to save me.,"[1, 2, 3, 4, 5, 7, 8, 9, 10, 14, 15, 16, 17, 18, 19]",0.5877
summary_llama4_7_1.json,7,1,1. I was in the boy scouts. 2. We were doing the 50-yard dash at the pier. 3. I caught cramps during the third run. 4. I yelled for help but my fellow scouts didn't believe me. 5. They thought I was just slowing down to catch up. 6. The scoutmaster was watching but didn't help me. 7. A stranger jumped in and grabbed me to save me.,"[1, 2, 3, 4, 5, 7, 8, 9, 10, 14, 15, 16, 17, 18, 19]",0.5877
summary_llama4_10_1.json,10,1,1. I was in the boy scouts. 2. We were doing the 50-yard dash at the pier. 3. There were about 8 or 9 of us racing. 4. I caught cramps on the third run. 5. I yelled for help. 6. The other scouts didn't believe me. 7. They thought I was just slowing down. 8. They kept running and left me. 9. The Scoutmaster was watching but didn't help. 10. A stranger jumped in and grabbed me.,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19]",0.5144
summary_llama4_10_2.json,10,2,1. I was in the boy scouts. 2. We were doing the 50-yard dash at the pier. 3. There were about 8 or 9 of us racing. 4. I was going down and coming back multiple times. 5. I caught cramps on the third time going down. 6. I yelled 'Help!' but my fellow scouts didn't believe me. 7. They thought I was just trying to catch up. 8. They kept going and left me behind. 9. The Scoutmaster was watching but didn't help me. 10. A stranger jumped in and grabbed me.,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19]",0.5144
summary_llama4_9_2.json,9,2,1. I was in the boy scouts. 2. We were doing the 50-yard dash at the pier. 3. There were about 8 or 9 of us racing. 4. I caught cramps going down the third time. 5. I yelled 'Help!' but my fellows didn't believe me. 6. They thought I was just trying to catch up. 7. They kept going and left me. 8. The Scoutmaster was watching but didn't help me. 9. A stranger jumped in and grabbed me.,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19]",0.5144
summary_llama4_9_1.json,9,1,1. I was in the boy scouts. 2. We were doing the 50-yard dash at the pier. 3. There were about 8 or 9 of us racing. 4. I caught cramps on the third run. 5. I yelled 'Help!' but my fellows didn't believe me. 6. They thought I was just slowing down. 7. They kept going and left me. 8. The Scoutmaster was watching but didn't help me. 9. A stranger jumped in and grabbed me.,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19]",0.5144
summary_llama4_9_3.json,9,3,1. I was in the boy scouts. 2. We were doing the 50-yard dash at the pier. 3. There were about 8 or 9 of us racing. 4. I caught cramps going down the third time. 5. I yelled 'Help!' but my fellows didn't believe me. 6. They thought I was just trying to catch up. 7. They left me and continued racing. 8. The Scoutmaster was watching but didn't help me. 9. A stranger jumped in and grabbed me.,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19]",0.5144
summary_llama4_11_2.json,11,2,1. I was in the boy scouts. 2. We were doing the 50-yard dash at the pier. 3. There were 8 or 9 of us racing. 4. I was going down and coming back multiple times. 5. I caught cramps on the third trip down. 6. I yelled for help. 7. My fellow scouts didn't believe me. 8. They thought I was just slowing down. 9. They kept going and left me. 10. The Scoutmaster was watching but didn't help. 11. A stranger jumped in and grabbed me.,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19]",0.5144
summary_llama4_8_3.json,8,3,1. I was in the boy scouts. 2. We were doing the 50-yard dash at the pier. 3. I was racing with 8 or 9 other boys. 4. I caught cramps during the third run. 5. I yelled for help but they didn't believe me. 6. The other boys kept running and left me. 7. The Scoutmaster was watching but didn't help me. 8. A stranger jumped in and grabbed me.,"[1, 2, 4, 5, 6, 7, 8, 9, 11, 12, 14, 15, 16, 17, 18, 19]",0.495
summary_llama4_15_2.json,15,2,1. I was in the boy scouts. 2. We were doing the 50-yard dash. 3. We were racing at the pier. 4. The course was marked off. 5. There were 8 or 9 of us racing. 6. We ran down and came back. 7. I caught cramps on the third run. 8. I yelled for help. 9. The other scouts didn't believe me. 10. They thought I was trying to catch up. 11. They kept running and left me. 12. I started going down. 13. The Scoutmaster was watching me. 14. He didn't help me. 15. Another guy jumped in and grabbed me.,"[1, 2, 5, 3, 4, 6, 7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19]",0.4556
summary_llama4_3_2.json,3,2,"1. I was doing the 50-yard dash with my boy scout group. 2. I caught cramps and yelled for help, but nobody believed me. 3. A stranger jumped in and grabbed me, saving me.","[1, 2, 3, 5, 7, 8, 9, 10, 11, 12, 16, 17, 18, 19]",0.3727
