recall_id,keypoints,attempt,summary_text,segment_ids,correlation,max_clause_id
summary_gpt4o_8_5.json,8,5,1. I was a rookie in the police force. 2. The Chief had a young daughter trying to impress me. 3. I wasn't fond of her because she talked too much. 4. She left a message saying she would run away. 5. The Chief came to my apartment looking intimidating. 6. We searched for her but couldn't find her. 7. She was found at the police station reading a book. 8. I transferred and left after my rookie year.,"[1, 4, 6, 8, 9, 10, 11, 12, 13, 14, 16, 17, 20, 21, 22, 24, 25, 26, 28, 29, 30, 31, 32]",0.8115267088841146,16
summary_gpt4o_9_6.json,9,6,1. I was a rookie in the police force. 2. The Chief was a veteran with a young daughter. 3. I was a fitness enthusiast. 4. The Chief's daughter was a chatterbox. 5. She left a message about running away. 6. The Chief came to my apartment looking intimidating. 7. We searched for her near a park but couldn't find her. 8. She was actually at the police station reading a book. 9. I transferred and left at the end of my rookie year.,"[1, 4, 5, 9, 10, 11, 12, 13, 14, 16, 17, 20, 21, 22, 24, 25, 26, 28, 29, 30, 31, 32]",0.7834786620627763,10
summary_gpt4o_9_5.json,9,5,1. I was a rookie in the police force. 2. The Chief had a young daughter. 3. I was a fitness enthusiast. 4. The Chief's daughter tried to impress me. 5. I didn't like her because she talked too much. 6. She left a message saying she would run away. 7. The Chief came to my apartment to talk. 8. We searched for her and found her at the police station. 9. I decided to transfer and leave after that incident.,"[1, 4, 5, 6, 8, 9, 10, 11, 12, 13, 16, 17, 20, 21, 22, 23, 24, 25, 26, 28, 29, 30, 31]",0.775178903625531,10
summary_gpt4o_9_2.json,9,2,1. I was a rookie in the police force. 2. The Chief was a veteran with a young daughter. 3. I was a fitness enthusiast back then. 4. The Chief's daughter tried to impress me. 5. I wasn't fond of her because she was a chatterbox. 6. She left a message saying she would run away. 7. The Chief came to my apartment looking intimidating. 8. We searched for her but found her at the police station. 9. I transferred and left because of the Chief's attitude.,"[1, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 16, 17, 20, 21, 22, 23, 24, 25, 26, 28, 29, 30, 31]",0.7745470866836976,10
summary_gpt4o_7_4.json,7,4,1. I was a rookie in the police force. 2. The Chief had a young daughter. 3. She seemed to try to impress me. 4. I wasn't fond of her because she was a chatterbox. 5. She left a message saying she would run away. 6. We searched for her and found her at the police station. 7. I transferred and left the police force.,"[1, 4, 6, 8, 9, 10, 11, 12, 16, 17, 20, 21, 22, 23, 24, 25, 26, 28, 29, 30, 31]",0.7484682097492261,10
summary_gpt4o_9_1.json,9,1,1. I was a rookie in the police force. 2. The Chief was a veteran. 3. The Chief's daughter tried to impress me. 4. I wasn't fond of her chatter. 5. She left a message about running away. 6. The Chief came to my apartment. 7. We searched for her but found nothing. 8. She was found at the police station. 9. I transferred and left the force.,"[1, 6, 8, 9, 10, 11, 12, 13, 16, 17, 20, 21, 22, 24, 25, 26, 28, 29, 30, 31]",0.7276832916114341,10
summary_gpt4o_7_3.json,7,3,"1. I was a rookie in the police force. 2. The Chief had a young daughter. 3. She tried to impress me, but I wasn't fond of her. 4. One day, she left a message saying she'd run away. 5. The Chief arrived at my apartment, looking intimidating. 6. We searched for her but found her at the police station. 7. I transferred and left at the end of my rookie year.","[1, 4, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17, 20, 21, 22, 23, 24, 25, 26, 28, 29, 30, 31, 32]",0.7112317988295283,12
summary_gpt4o_7_5.json,7,5,1. I was a rookie in the police force. 2. The Chief's daughter tried to impress me. 3. I wasn't fond of her because she was a chatterbox. 4. She threatened to run away because of her father's scolding about me. 5. The Chief and I searched for her but couldn't locate her. 6. We found her at the police station reading a book. 7. I transferred and left the force at the end of my rookie year.,"[1, 6, 8, 9, 10, 11, 12, 16, 17, 20, 21, 22, 23, 24, 25, 26, 28, 29, 30, 31, 32]",0.6640126092237814,8
summary_gpt4o_8_4.json,8,4,1. I was a rookie in the police force. 2. The Chief had a young daughter. 3. I never observed her trying to impress me. 4. She was a chatterbox and always talked a lot. 5. She left a message saying she would run away. 6. The Chief and I went searching for her. 7. We found her at the police station reading a book. 8. I transferred and left at the end of my rookie year.,"[1, 4, 6, 7, 9, 10, 11, 12, 13, 15, 16, 17, 19, 20, 21, 22, 23, 24, 25, 26, 28, 29, 30, 31, 32]",0.6573250779329272,12
summary_gpt4o_8_6.json,8,6,"1. I was a rookie in the police force. 2. The Chief was a veteran with a young daughter. 3. I was not fond of her because she talked too much. 4. She left a message saying she was running away. 5. The Chief came to my apartment, and I calmed him down. 6. We searched for her but couldn't locate her. 7. She was found at the police station with a book. 8. The deputy suggested I transfer, and I did.","[1, 4, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 20, 21, 22, 24, 25, 28, 29, 30, 31]",0.6546286536098429,11
