recall_id,keypoints,attempt,summary_text,segment_ids,correlation
summary_llama4_19_2.json,19,2,1. I grew up in a neighborhood. 2. Mrs. Baker was the resident cat lady. 3. She had adopted many cats. 4. I was a tomboy. 5. Mrs. Baker had a young grandson. 6. He tried to befriend me. 7. I didn't take to him. 8. He had poor manners. 9. He left a note saying he was running away. 10. He was upset with Mrs. Baker's nagging. 11. Mrs. Baker came to my treehouse. 12. She brought a big tabby cat. 13. I talked her down. 14. We went to look for her grandson. 15. We found his baseball cap near the old mill. 16. We didn't find him at first. 17. He was hiding in the treehouse. 18. I laid low after the incident. 19. Officer Dawson warned me to stay out of sight.,"[1, 2, 3, 5, 4, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20, 21, 22, 23, 24, 25, 26, 28, 29, 30, 31]",0.6826
summary_llama4_7_3.json,7,3,1. I grew up in a neighborhood with Mrs. Baker. 2. She had adopted many cats. 3. Her grandson tried to befriend me. 4. I didn't like him because he had poor manners. 5. He left a note saying he was running away because of Mrs. Baker's nagging. 6. I helped Mrs. Baker find him in my treehouse. 7. I laid low after Officer Dawson warned me about Mrs. Baker.,"[1, 2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 13, 16, 17, 20, 21, 22, 24, 25, 26, 28, 29, 30, 31]",0.6745
summary_llama4_7_2.json,7,2,1. I grew up in a neighborhood with Mrs. Baker. 2. She had adopted many cats. 3. Her grandson tried to befriend me. 4. I didn't like him because he had poor manners. 5. He left a note saying he was running away. 6. I helped Mrs. Baker find him in my treehouse. 7. I laid low after Officer Dawson warned me about Mrs. Baker.,"[1, 2, 3, 4, 6, 8, 9, 10, 11, 12, 13, 16, 17, 19, 20, 21, 22, 23, 24, 25, 26, 28, 29, 30, 31]",0.6599
summary_llama4_10_2.json,10,2,"1. I grew up in a neighborhood. 2. Mrs. Baker was the resident cat lady. 3. She had adopted many cats. 4. I had a young neighbor who tried to befriend me. 5. I didn't like him because he had poor manners. 6. He left a note saying he was running away. 7. Mrs. Baker came to my treehouse looking for him. 8. I helped her find him, but he was just hiding. 9. The local sheriff advised me to lay low. 10. I stayed out of sight as advised.","[1, 2, 3, 4, 6, 8, 9, 10, 11, 12, 13, 16, 20, 21, 22, 25, 26, 28, 29, 30, 31]",0.6469
summary_llama4_20_3.json,20,3,1. I grew up in a neighborhood. 2. Mrs. Baker was the resident cat lady. 3. She had adopted many cats. 4. I was a tomboy. 5. Mrs. Baker had a grandson. 6. He tried to befriend me. 7. I didn't take to him much. 8. He had poor manners. 9. He left a note saying he was running away. 10. He was being nagged by Mrs. Baker about me. 11. Mrs. Baker came to my treehouse. 12. She brought a big tabby cat with her. 13. I talked her down. 14. We went to find her grandson. 15. We found his baseball cap near the old mill. 16. We didn't find him at first. 17. He was sitting in a tree with a comic book. 18. He hadn't actually run away. 19. I laid low and stayed out of sight that evening. 20. Officer Dawson warned me to do so.,"[1, 2, 3, 5, 4, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20, 21, 22, 25, 26, 28, 29, 30, 31]",0.6316
summary_llama4_8_1.json,8,1,1. I grew up in a neighborhood with Mrs. Baker. 2. Mrs. Baker was known for adopting many cats. 3. Her grandson tried to befriend me. 4. I didn't like him because he had poor manners. 5. He left a note saying he was running away from Mrs. Baker. 6. Mrs. Baker came to my treehouse looking for him. 7. We found him hiding in the treehouse. 8. I laid low after Officer Dawson warned me about Mrs. Baker.,"[1, 2, 3, 4, 6, 8, 9, 10, 11, 12, 13, 24, 25, 26, 28, 29, 30, 31]",0.5904
summary_llama4_10_1.json,10,1,1. I grew up in a neighborhood. 2. Mrs. Baker was the resident cat lady. 3. She had adopted many cats. 4. I had a young neighbor who tried to befriend me. 5. I didn't like him because he had poor manners. 6. He left a note saying he was running away. 7. Mrs. Baker came to my treehouse to look for him. 8. I helped her look for him but we found him hiding. 9. The local sheriff advised me to lay low. 10. I stayed out of sight as advised.,"[1, 2, 3, 4, 6, 8, 9, 10, 11, 12, 13, 14, 16, 20, 21, 22, 25, 26, 28, 29, 30, 31]",0.5859
summary_llama4_8_2.json,8,2,1. I grew up in a neighborhood with Mrs. Baker. 2. She had adopted many cats. 3. Her grandson tried to befriend me. 4. I didn't like him because he had poor manners. 5. He left a note saying he was running away. 6. Mrs. Baker came to my treehouse and I talked her down. 7. We searched for him but found him reading in the treehouse. 8. I laid low after Officer Dawson warned me about Mrs. Baker.,"[1, 2, 3, 4, 6, 8, 9, 10, 11, 12, 13, 15, 24, 25, 26, 28, 30, 31]",0.5507
summary_llama4_12_3.json,12,3,1. I grew up in a neighborhood. 2. Mrs. Baker was the resident cat lady. 3. She had adopted many cats. 4. I was a tomboy back then. 5. Her grandson tried to befriend me. 6. I didn't like him because of his poor manners. 7. He left a note saying he was running away. 8. Mrs. Baker came to my treehouse. 9. I talked her down and suggested we find him. 10. We searched for him but found him hiding. 11. The local sheriff advised me to lay low. 12. I stayed out of sight as advised.,"[1, 2, 3, 5, 6, 8, 9, 10, 11, 12, 13, 15, 16, 19, 20, 21, 22, 25, 26, 28, 29, 30, 31]",0.5429
summary_llama4_6_2.json,6,2,1. I grew up in a neighborhood with Mrs. Baker. 2. She had adopted many cats. 3. Her grandson tried to befriend me. 4. He left a note saying he was running away from Mrs. Baker's nagging. 5. I helped Mrs. Baker find him in my treehouse. 6. I laid low after Officer Dawson warned me about Mrs. Baker.,"[1, 2, 3, 4, 6, 7, 12, 13, 16, 17, 19, 20, 21, 22, 23, 24, 25, 26, 28, 29, 30, 31]",0.5151
