recall_id,clause_id,segment_ids,fan_out,last_segment_id,clause_text
gpt4-1,1,"[3, 5, 6, 9, 10, 11]",6,11,The narrator became good friends with three high school acquaintances after enrolling in the same college.
gpt4-2,1,"[1, 3, 6, 7, 9, 10, 11, 12, 15, 16, 17, 18]",12,18,"The narrative is about the speaker's college friends, who were former high school athletes and bonded through shared experiences at the same college and outdoor activities on the speaker's farm."
gpt4-3,1,"[1, 3, 7, 9, 10, 11, 12, 13, 15, 18, 22, 23]",12,23,"The narrative describes how the speaker became good friends with three city-dwelling high school athletes in college, bonding over farm visits and hunting trips."
gpt4-4,1,"[1, 2, 3, 5, 6, 9, 10, 11, 12, 13, 14, 15, 18, 19, 22, 23, 25, 26, 27]",19,34,"The narrative describes how the speaker became friends with three individuals in college, bonding over shared experiences such as hunting, despite the speaker's lack of enthusiasm for it."
gpt4-5,1,"[1, 2, 3, 11, 15, 18, 19, 23]",8,39,"The narrative describes how the speaker became friends with three individuals in college, bonded over shared experiences like hunting, despite the speaker's personal disinterest in the activity."
gpt4-6,1,"[1, 3, 7, 11, 12, 15, 18, 25, 27, 29, 33, 40, 41, 43, 44]",15,45,"The narrative describes how the speaker became friends with three high school athletes in college, their shared experiences on the farm, and their eventual bear hunting trip in Canada."
gpt4-7,1,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39]",39,52,"The narrator recounts how he became friends with three city guys in college, their shared hunting activities on his farm, and his reluctant agreement to join them on a bear hunting trip in Canada despite his disinterest in hunting."
gpt4-8,1,"[1, 2, 3, 11, 12, 13, 15, 18, 22, 25, 27, 29, 30, 31, 33, 34, 35, 36, 37, 39, 40, 41, 42, 43, 44, 45, 47, 48, 49, 50, 52, 53, 54, 56, 57, 58, 59, 60, 61, 63]",40,64,"The narrator recounts how he became friends with three city guys in college, their shared hunting activities on his farm, and their unenthusiastic bear hunting trip to Canada."
gpt4-9,1,"[13, 14, 15, 16, 17, 18, 19, 22, 23, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39]",24,74,"The narrator recounts how he and his city friends, who enjoyed hunting, planned a bear hunting trip to Canada despite his own reluctance."
gpt4-10,1,"[1, 2, 3, 4, 7, 8, 9, 10, 11, 14, 15, 18, 19, 22, 23, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 39, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 53, 54, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79]",65,79,"The narrator recounts how he and his friends, who met in college and shared a history as high school athletes, became close and often went hunting together, leading up to a bear hunting trip in Canada that none of them were particularly enthusiastic about."
gpt4-11,1,"[19, 22, 23, 29, 30, 31, 32, 33, 34, 35, 36, 37, 39]",13,85,The narrator reluctantly joins his friends on a bear hunting trip in Canada despite his disinterest in hunting.
gpt4-12,1,"[19, 22, 23, 29, 30, 31, 32, 33, 34, 35, 36, 37, 39]",13,95,The narrator reluctantly joins his friends on a bear hunting trip in Canada despite his disinterest in hunting.
gpt4-13,1,"[19, 22, 23, 29, 30, 31, 32, 33, 34, 35, 36, 37, 39]",13,105,The narrator reluctantly joins his friends on a bear hunting trip in Canada despite his disinterest in hunting.
gpt4-14,1,"[19, 21, 22, 23, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101, 102, 103, 104, 105, 106, 107, 108, 109, 110, 111, 112, 113, 114, 115, 116, 117, 118]",94,118,"The narrator reluctantly joins his friends on a bear hunting trip in Canada, despite his disinterest in hunting, and ends up being chased by a bear back to their cabin."
gpt4-15,1,"[19, 22, 23, 29, 30, 31, 33, 34, 35, 36, 37, 39, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101, 102, 103, 104, 105, 106, 107, 108, 109, 110, 111, 112, 113, 114, 115, 116, 117, 118, 120, 121, 122]",92,122,"The narrator reluctantly joined his friends on a bear hunting trip in Canada, despite his disinterest in hunting, and ended up outsmarting a bear that chased him back to their cabin."
