recall_id,keypoints,attempt,summary_text,segment_ids,correlation
summary_gpt4o_7_1.json,7,1,1. My best friend pushed me into the lake. 2. We were on our annual summer camping trip. 3. She dared me to catch a frog by the water's edge. 4. I declined because I was eating a sandwich. 5. She snuck up behind me and nudged me into the lake. 6. She handed me the frog after I emerged from the water. 7. I laughed and promised her revenge.,"[1, 2, 5, 7, 8, 9, 11, 12, 13, 14, 15, 16, 17, 18]",0.8026
summary_gpt4o_9_4.json,9,4,"1. My best friend pushed me into the lake. 2. We were on our annual summer camping trip. 3. She spotted a frog near the water's edge. 4. She dared me to catch the frog. 5. I declined because I was eating my sandwich. 6. She pushed me into the lake as a surprise. 7. When I got out, she handed me the frog. 8. I laughed uncontrollably at the situation. 9. I playfully threatened revenge on her.","[1, 2, 5, 7, 8, 9, 11, 12, 13, 14, 15, 16, 17, 18]",0.8026
summary_gpt4o_8_6.json,8,6,1. My best friend pushed me into the lake. 2. This happened on our annual summer camping trip. 3. She dared me to catch a frog near the water's edge. 4. I wasn't interested because I was eating a sandwich. 5. My friend gave me a nudge into the lake. 6. I emerged from the water and saw a frog on the shore. 7. We laughed uncontrollably after the incident. 8. I told her she would get her revenge soon enough.,"[1, 2, 5, 7, 8, 9, 11, 12, 13, 16, 17, 18]",0.7346
summary_gpt4o_7_6.json,7,6,"1. I was pushed into the lake by my best friend. 2. This happened during our summer camping trip. 3. She dared me to catch a frog by the lake. 4. I refused because I was eating my sandwich. 5. She nudged me into the water from behind. 6. When I got out, she handed me a frog. 7. I laughed and promised to get revenge.","[1, 2, 7, 8, 9, 11, 12, 13, 14, 15, 16, 17, 18]",0.7267
summary_gpt4o_8_5.json,8,5,"1. My best friend pushed me into the lake. 2. This happened during our annual summer camping trip. 3. We were enjoying a peaceful afternoon when she spotted a frog. 4. She dared me to catch the frog. 5. I told her I wasn't interested since I was eating. 6. She snuck up behind me and nudged me into the lake. 7. When I came out, she handed me the frog. 8. I laughed uncontrollably and planned to get revenge.","[1, 2, 3, 5, 7, 8, 9, 11, 12, 13, 14, 15, 16, 17, 18]",0.7193
summary_gpt4o_11_4.json,11,4,1. My best friend pushed me into the lake. 2. This happened during our summer camping trip. 3. We were enjoying a peaceful afternoon. 4. She spotted a frog near the water's edge. 5. She dared me to catch the frog. 6. I was eating my sandwich. 7. I told her I wasn't interested. 8. She snuck up behind me and nudged me. 9. I emerged from the water and saw a frog. 10. My friend handed the frog to me. 11. I laughed and planned my revenge.,"[1, 2, 3, 5, 7, 8, 9, 11, 12, 13, 14, 15, 16, 17, 18]",0.7193
summary_gpt4o_12_4.json,12,4,1. My friend pushed me into the lake. 2. This happened during our camping trip. 3. We were enjoying a peaceful afternoon. 4. She spotted a frog near the water's edge. 5. She dared me to catch the frog. 6. I was eating my sandwich at that moment. 7. I told her I wasn't interested. 8. She snuck up behind me. 9. She gave me a little nudge. 10. I emerged from the water and laughed. 11. She handed me a frog she caught. 12. I promised to get my revenge.,"[1, 2, 3, 5, 7, 8, 9, 11, 12, 13, 16, 14, 15, 17, 18]",0.7193
summary_gpt4o_11_7.json,11,7,"1. I was pushed into the lake by my best friend. 2. This occurred during our annual camping trip. 3. We were having a peaceful afternoon. 4. My friend spotted a frog by the water. 5. She dared me to catch it. 6. I was eating my sandwich and refused. 7. My friend nudged me into the lake. 8. I came out and saw the frog onshore. 9. She handed me the frog, which made me laugh. 10. I laughed uncontrollably at the situation. 11. I vowed to get revenge on her.","[1, 2, 3, 5, 7, 8, 9, 11, 12, 13, 14, 15, 16, 17, 18]",0.7193
summary_gpt4o_8_8.json,8,8,1. My best friend pushed me into the lake. 2. We were on our annual summer camping trip. 3. She saw a frog at the water's edge and dared me to catch it. 4. I was eating a sandwich and declined her dare. 5. Friends often don't take no for an answer. 6. She sneaked up and nudged me into the water. 7. She handed me the frog when I got out. 8. I laughed and promised to get revenge.,"[1, 2, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]",0.7193
summary_gpt4o_11_8.json,11,8,1. My best friend pushed me into the lake. 2. This happened during our annual summer camping trip. 3. We were enjoying a peaceful afternoon. 4. She spotted a frog near the water's edge. 5. She dared me to catch the frog. 6. I had just sat down to eat a sandwich. 7. I told her I wasn't interested. 8. She snuck up behind me and gave me a nudge. 9. I emerged from the water with a frog nearby. 10. She scooped up the frog and handed it to me. 11. I laughed uncontrollably and planned my revenge.,"[1, 2, 3, 5, 7, 8, 9, 11, 12, 13, 14, 15, 16, 17, 18]",0.7193
summary_gpt4o_9_5.json,9,5,1. My best friend pushed me into the lake. 2. This happened during our summer camping trip. 3. We were enjoying a peaceful afternoon. 4. She spotted a frog near the water's edge. 5. She dared me to catch the frog. 6. I wasn't interested because I was eating my sandwich. 7. She snuck up behind me and pushed me. 8. She handed me the frog after I emerged from the water. 9. I laughed uncontrollably and planned revenge.,"[1, 2, 3, 5, 7, 8, 9, 11, 12, 13, 14, 15, 16, 17, 18]",0.7193
summary_gpt4o_10_5.json,10,5,1. My best friend pushed me into the lake. 2. We were on our annual summer camping trip. 3. We were enjoying a peaceful afternoon by the lake. 4. She dared me to catch a frog near the water's edge. 5. I told her I wasn't interested because I was eating. 6. She snuck up behind me and pushed me into the lake. 7. I emerged from the water laughing uncontrollably. 8. She handed me the frog she had scooped up. 9. I vowed to get revenge on her soon. 10. I told her that she would get hers soon enough.,"[1, 2, 3, 5, 7, 8, 9, 11, 12, 13, 16, 14, 15, 17, 18]",0.7193
summary_gpt4o_10_3.json,10,3,"1. My best friend pushed me into the lake. 2. It happened during our annual summer camping trip. 3. We were enjoying a peaceful afternoon by the lake. 4. She spotted a frog near the water's edge. 5. She dared me to catch the frog. 6. I had just sat down to eat my sandwich. 7. I told her I wasn't interested in catching the frog. 8. She sneaked up behind me and nudged me into the water. 9. When I emerged, she handed me the frog. 10. I laughed uncontrollably and planned my revenge.","[1, 2, 3, 5, 7, 8, 9, 11, 12, 13, 14, 15, 16, 17, 18]",0.7193
