recall_id,keypoints,attempt,summary_text,segment_ids,correlation,max_clause_id
summary_gpt4o_7_1.json,7,1,1. My best friend pushed me into the lake. 2. We were on our annual summer camping trip. 3. She dared me to catch a frog by the water's edge. 4. I declined because I was eating a sandwich. 5. She snuck up behind me and nudged me into the lake. 6. She handed me the frog after I emerged from the water. 7. I laughed and promised her revenge.,"[1, 2, 5, 7, 8, 9, 11, 12, 13, 14, 15, 16, 17, 18]",0.8026048025011427,8
summary_gpt4o_9_4.json,9,4,"1. My best friend pushed me into the lake. 2. We were on our annual summer camping trip. 3. She spotted a frog near the water's edge. 4. She dared me to catch the frog. 5. I declined because I was eating my sandwich. 6. She pushed me into the lake as a surprise. 7. When I got out, she handed me the frog. 8. I laughed uncontrollably at the situation. 9. I playfully threatened revenge on her.","[1, 2, 5, 7, 8, 9, 11, 12, 13, 14, 15, 16, 17, 18]",0.8026048025011427,10
summary_gpt4o_8_6.json,8,6,1. My best friend pushed me into the lake. 2. This happened on our annual summer camping trip. 3. She dared me to catch a frog near the water's edge. 4. I wasn't interested because I was eating a sandwich. 5. My friend gave me a nudge into the lake. 6. I emerged from the water and saw a frog on the shore. 7. We laughed uncontrollably after the incident. 8. I told her she would get her revenge soon enough.,"[1, 2, 5, 7, 8, 9, 11, 12, 13, 16, 17, 18]",0.7345532283957414,9
summary_gpt4o_7_6.json,7,6,"1. I was pushed into the lake by my best friend. 2. This happened during our summer camping trip. 3. She dared me to catch a frog by the lake. 4. I refused because I was eating my sandwich. 5. She nudged me into the water from behind. 6. When I got out, she handed me a frog. 7. I laughed and promised to get revenge.","[1, 2, 7, 8, 9, 11, 12, 13, 14, 15, 16, 17, 18]",0.7266569373856688,8
summary_gpt4o_8_5.json,8,5,"1. My best friend pushed me into the lake. 2. This happened during our annual summer camping trip. 3. We were enjoying a peaceful afternoon when she spotted a frog. 4. She dared me to catch the frog. 5. I told her I wasn't interested since I was eating. 6. She snuck up behind me and nudged me into the lake. 7. When I came out, she handed me the frog. 8. I laughed uncontrollably and planned to get revenge.","[1, 2, 3, 5, 7, 8, 9, 11, 12, 13, 14, 15, 16, 17, 18]",0.7192616097765749,14
summary_gpt4o_8_8.json,8,8,1. My best friend pushed me into the lake. 2. We were on our annual summer camping trip. 3. She saw a frog at the water's edge and dared me to catch it. 4. I was eating a sandwich and declined her dare. 5. Friends often don't take no for an answer. 6. She sneaked up and nudged me into the water. 7. She handed me the frog when I got out. 8. I laughed and promised to get revenge.,"[1, 2, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]",0.7192616097765749,13
summary_gpt4o_9_5.json,9,5,1. My best friend pushed me into the lake. 2. This happened during our summer camping trip. 3. We were enjoying a peaceful afternoon. 4. She spotted a frog near the water's edge. 5. She dared me to catch the frog. 6. I wasn't interested because I was eating my sandwich. 7. She snuck up behind me and pushed me. 8. She handed me the frog after I emerged from the water. 9. I laughed uncontrollably and planned revenge.,"[1, 2, 3, 5, 7, 8, 9, 11, 12, 13, 14, 15, 16, 17, 18]",0.7192616097765749,10
summary_gpt4o_7_5.json,7,5,1. I was pushed into the lake by my best friend. 2. This happened during our summer camping trip. 3. She dared me to catch a frog at our favorite spot. 4. I refused because I was eating a sandwich. 5. She pushed me into the water anyway. 6. She gave me the frog after I got out of the water. 7. I promised to get my revenge soon.,"[1, 11, 12, 2, 5, 6, 7, 8, 9, 13, 14, 15, 17, 18]",0.6630826331462469,8
summary_gpt4o_7_4.json,7,4,"1. My best friend pushed me into the lake. 2. We were on our annual summer camping trip enjoying a peaceful afternoon. 3. She dared me to catch a frog near the water's edge. 4. I was not interested and told her so. 5. She snuck up behind me and gave me a nudge. 6. When I emerged, she handed me the frog and I laughed. 7. I told her she would get her revenge soon enough.","[1, 2, 3, 5, 7, 9, 11, 12, 13, 14, 15, 16, 17, 18]",0.6567407163573881,13
summary_gpt4o_8_2.json,8,2,"1. My best friend pushed me into the lake. 2. This happened during our annual summer camping trip. 3. We were enjoying a peaceful afternoon. 4. She dared me to catch a frog near the water's edge. 5. I refused because I was eating my sandwich. 6. She pushed me into the lake after I said no. 7. When I got out, she handed me the frog. 8. I laughed uncontrollably and planned revenge.","[1, 2, 3, 7, 8, 11, 12, 13, 14, 15, 16, 17, 18]",0.6383592897285444,9
