segment_id,segment_text,p-caught
1,My daughter died.,36.73%
2,It’ll be twenty-eight years this month.,94.90%
3,"The thirtieth of this month, yeah.",72.45%
4,She died at Methodist Hospital.,40.82%
5,She had an operation for appendicitis.,91.84%
6,"It was late Saturday afternoon when they operated, very late.",79.59%
7,"Sunday morning, my oldest daughter, Victoria, went to the hospital to see how she was.",69.39%
8,She was still under ether.,81.63%
9,"Back then, they used a lot of ether.",80.61%
10,There was a chair there.,20.41%
11,"They were just starting to get people out of bed, you know.",95.92%
12,"So, Victoria saw the chair,",71.43%
13,"and she said to the nurse, “What’s this chair doing here?”",73.47%
14,"The nurse said, “Well, we’ve got to get her out of bed.”",86.73%
15,"She said, “What are you talking about? She’s still under ether.”",84.69%
16,“She’s too sick.”,57.14%
17,"But the nurse said, “Well, that’s the doctor’s orders.”",85.71%
18,"So, they went to get her out of bed,",73.47%
19,"and she passed out,",83.67%
20,and they had to put her back in bed.,22.45%
21,"See, here, she never – I don’t know if they knew or what,",13.27%
22,"but I blame them for the blood clot she got, taking her out of bed.",47.96%
23,"So, when she was walking around to come home after ten days,",52.04%
24,I was waiting for the call from the hospital.,82.65%
25,I didn’t have a phone then.,15.31%
26,"The lady from the store who had a phone called me, “Mrs. Costa,” at aquarter to five at night.",94.90%
27,"“Mrs. Costa, they just called you from the hospital.",86.73%
28,Go Pick Marie up.,89.80%
29,She’s discharged.”,18.37%
30,I had all the clothes laid out on the table.,89.80%
31,"And Rita was – I was cooking,",76.53%
32,"I said, “Rita, finish the cooking.”",57.14%
33,Daddy will be home soon.”,35.71%
34,He was working down in the yard.,28.57%
35,"I said, “And put a big pot of coffee on,” because she had been wishing for coffee.",84.69%
36,"And you know, every morning, that first cup of coffee, I offered it to her.",84.69%
37,"When I get up in the morning, the first cup is hers.",76.53%
38,"Since she’s gone, I never forget that.",48.98%
39,"So I said, “Put a pot of coffee on,",73.47%
40,and send for some cake from the bakery.”,43.88%
41,I’m going to get Marie; they called me.”,52.04%
42,"“All right, mother, go ahead,” she said, “I’ll finish up.”",8.16%
43,"And I went myself. You know, I had the coat on my arm.",60.20%
44,She was operated on in March –,12.24%
45,"No, April! So that was the thirtieth.",28.57%
